Order ID,Customer Name,Product Name,Discount,Actual Discount,Sales,Profit,Quantity,Category,Sub-Category,Order Date,City,Country,Region,Segment,Ship Date,Days to Ship,Ship Mode,State
AZ-2012-9627965,Norma McCowan,"Smead Trays, Single Width",0.1,13.1,131,32,3,Office Supplies,Storage,23-06-2014,Bottrop,Germany,Central,Consumer,25-06-2014,2,Economy Plus,North Rhine-Westphalia
AZ-2012-1714781,Lilly Le Grand,"Ikea Floating Shelf Set, Mobile",0.1,46.7,467,-26,3,Furniture,Bookcases,23-06-2014,Villefontaine,France,Central,Home Office,27-06-2014,4,Economy,Auvergne-Rh么ne-Alpes
AZ-2012-1714781,Lilly Le Grand,"HP Ink, High-Speed",0.15,64.65,431,-46,4,Technology,Copiers,23-06-2014,Villefontaine,France,Central,Home Office,27-06-2014,4,Economy,Auvergne-Rh么ne-Alpes
AZ-2012-1714781,Lilly Le Grand,"StarTech Printer, Red",0.15,96.9,646,213,3,Technology,Machines,23-06-2014,Villefontaine,France,Central,Home Office,27-06-2014,4,Economy,Auvergne-Rh么ne-Alpes
AZ-2012-1169269,Ethan Howarth,"Elite Letter Opener, Easy Grip",0,0,145,7,5,Office Supplies,Supplies,23-06-2014,Duisburg,Germany,Central,Consumer,30-06-2014,7,Economy,North Rhine-Westphalia
BN-2012-7150629,Leticia Sorrells,"Safco Library with Doors, Mobile",0.1,176.5,1765,-98,5,Furniture,Bookcases,24-06-2014,Boulogne-Billancourt,France,Central,Consumer,27-06-2014,3,Economy Plus,Ile-de-France
BN-2012-7150629,Leticia Sorrells,"KitchenAid Coffee Grinder, Red",0.1,19,190,15,3,Office Supplies,Appliances,24-06-2014,Boulogne-Billancourt,France,Central,Consumer,27-06-2014,3,Economy Plus,Ile-de-France
AZ-2012-5215986,Dylan Dry,"Cardinal 3-Hole Punch, Clear",0,0,85,18,3,Office Supplies,Binders,24-06-2014,Watford,United Kingdom,North,Consumer,29-06-2014,5,Economy,England
BN-2012-7249062,Faith Chambers,"Advantus Door Stop, Duo Pack",0.3,47.4,158,-54,5,Furniture,Furnishings,26-06-2014,Edinburgh,United Kingdom,North,Consumer,28-06-2014,2,Priority,Scotland
AZ-2012-9062597,Liam Mathias,"Eldon File Cart, Single Width",0.1,34.5,345,31,3,Office Supplies,Storage,26-06-2014,London,United Kingdom,North,Corporate,30-06-2014,4,Economy,England
AZ-2012-569279,Freya Daniels,"Sharp Ink, Color",0.5,94.5,189,-11,3,Technology,Copiers,26-06-2014,Esbjerg,Denmark,North,Consumer,30-06-2014,4,Economy,South Denmark
AZ-2012-9805086,Ethan Barrett,"Avery Index Tab, Economy",0,0,39,16,5,Office Supplies,Binders,26-06-2014,Taunton,United Kingdom,North,Consumer,02-07-2014,6,Economy,England
AZ-2012-4114446,Alfonso Gomez,"Sanford Pens, Fluorescent",0.1,2.2,22,4,2,Office Supplies,Art,26-06-2014,London,United Kingdom,North,Corporate,02-07-2014,6,Economy,England
AZ-2012-4114446,Alfonso Gomez,"Acco Binder, Clear",0.1,3.9,39,10,3,Office Supplies,Binders,26-06-2014,London,United Kingdom,North,Corporate,02-07-2014,6,Economy,England
AZ-2012-3985988,Michael Watkins,"Stanley Pencil Sharpener, Water Color",0,0,112,4,4,Office Supplies,Art,26-06-2014,Pesaro,Italy,South,Home Office,02-07-2014,6,Economy,Marche
AZ-2012-3985988,Michael Watkins,"Acco Binder, Recycled",0,0,124,4,8,Office Supplies,Binders,26-06-2014,Pesaro,Italy,South,Home Office,02-07-2014,6,Economy,Marche
AZ-2012-3985988,Michael Watkins,"Ames Peel and Seal, with clear poly window",0,0,89,41,4,Office Supplies,Envelopes,26-06-2014,Pesaro,Italy,South,Home Office,02-07-2014,6,Economy,Marche
AZ-2012-3985988,Michael Watkins,"Advantus Rubber Bands, Bulk Pack",0,0,17,5,1,Office Supplies,Fasteners,26-06-2014,Pesaro,Italy,South,Home Office,02-07-2014,6,Economy,Marche
AZ-2012-3985988,Michael Watkins,"Eldon Folders, Single Width",0.4,12.4,31,4,3,Office Supplies,Storage,26-06-2014,Pesaro,Italy,South,Home Office,02-07-2014,6,Economy,Marche
AZ-2012-9624390,Kiera Chandler,"Hon Bag Chairs, Adjustable",0,0,333,73,7,Furniture,Chairs,26-06-2014,Wolverhampton,United Kingdom,North,Consumer,03-07-2014,7,Economy,England
AZ-2012-9624390,Kiera Chandler,"Okidata Inkjet, Wireless",0,0,2199,923,7,Technology,Machines,26-06-2014,Wolverhampton,United Kingdom,North,Consumer,03-07-2014,7,Economy,England
AZ-2012-3603258,Jayden Ali,"Stanley Markers, Easy-Erase",0,0,22,0,1,Office Supplies,Art,27-06-2014,Villiers-le-Bel,France,Central,Consumer,27-06-2014,0,Immediate,Ile-de-France
AZ-2012-3603258,Jayden Ali,"Smead Legal Exhibit Labels, Adjustable",0,0,27,4,3,Office Supplies,Labels,27-06-2014,Villiers-le-Bel,France,Central,Consumer,27-06-2014,0,Immediate,Ile-de-France
AZ-2012-5304566,Laura Akhtar,"Smead Box, Wire Frame",0.1,1.8,18,1,2,Office Supplies,Storage,27-06-2014,Ennigerloh,Germany,Central,Consumer,27-06-2014,0,Immediate,North Rhine-Westphalia
AZ-2012-5304566,Laura Akhtar,"Apple Speaker Phone, Full Size",0,0,125,54,1,Technology,Phones,27-06-2014,Ennigerloh,Germany,Central,Consumer,27-06-2014,0,Immediate,North Rhine-Westphalia
AZ-2012-5992799,Everett Dunbar,"Hon Chairmat, Red",0.1,15,150,7,3,Furniture,Chairs,27-06-2014,Bremen,Germany,Central,Corporate,02-07-2014,5,Economy Plus,Bremen
AZ-2012-5992799,Everett Dunbar,"Okidata Inkjet, White",0,0,623,81,2,Technology,Machines,27-06-2014,Bremen,Germany,Central,Corporate,02-07-2014,5,Economy Plus,Bremen
AZ-2012-8255780,Harriet Chadwick,"Smead Shelving, Single Width",0.1,8.8,88,34,2,Office Supplies,Storage,28-06-2014,Maisons-Alfort,France,Central,Corporate,04-07-2014,6,Economy,Ile-de-France
AZ-2012-8255780,Harriet Chadwick,"Konica Phone, Red",0.15,21.3,142,45,2,Technology,Machines,28-06-2014,Maisons-Alfort,France,Central,Corporate,04-07-2014,6,Economy,Ile-de-France
AZ-2012-6372701,Mary Hough,"Wilson Jones Index Tab, Economy",0,0,26,7,4,Office Supplies,Binders,28-06-2014,Aulnay-sous-Bois,France,Central,Home Office,04-07-2014,6,Economy,Ile-de-France
AZ-2012-6372701,Mary Hough,"Fellowes File Cart, Blue",0.1,24.7,247,82,2,Office Supplies,Storage,28-06-2014,Aulnay-sous-Bois,France,Central,Home Office,04-07-2014,6,Economy,Ile-de-France
AZ-2012-6372701,Mary Hough,"Brother Copy Machine, Color",0.15,100.95,673,222,3,Technology,Copiers,28-06-2014,Aulnay-sous-Bois,France,Central,Home Office,04-07-2014,6,Economy,Ile-de-France
BN-2012-702658,Eleanor Pollard,"Sanford Pencil Sharpener, Water Color",0.5,7.5,15,-11,1,Office Supplies,Art,28-06-2014,Schiedam,Netherlands,Central,Home Office,05-07-2014,7,Economy,South Holland
AZ-2012-5235693,Bailey Morris,"Nokia Office Telephone, VoIP",0,0,196,72,3,Technology,Phones,29-06-2014,Munich,Germany,Central,Consumer,29-06-2014,0,Immediate,Bavaria
AZ-2012-7930986,Chloe Landale,"Hon Executive Leather Armchair, Black",0.1,82.3,823,247,2,Furniture,Chairs,29-06-2014,London,United Kingdom,North,Home Office,04-07-2014,5,Economy,England
AZ-2012-7930986,Chloe Landale,"Fiskars Scissors, Steel",0.1,28.4,284,123,14,Office Supplies,Supplies,29-06-2014,London,United Kingdom,North,Home Office,04-07-2014,5,Economy,England
AZ-2012-1696586,Mike Langer,"Wilson Jones 3-Hole Punch, Clear",0,0,82,23,3,Office Supplies,Binders,29-06-2014,Woking,United Kingdom,North,Corporate,05-07-2014,6,Economy,England
BN-2012-7504566,Piper Wilder-Neligan,"Sanford Pencil Sharpener, Water Color",0.5,19.5,39,-19,3,Office Supplies,Art,29-06-2014,Emmen,Netherlands,Central,Consumer,06-07-2014,7,Economy,Drenthe
AZ-2012-2224198,Minnie Cash,"Stockwell Paper Clips, Bulk Pack",0,0,41,20,3,Office Supplies,Fasteners,30-06-2014,Gronau,Germany,Central,Corporate,02-07-2014,2,Priority,North Rhine-Westphalia
AZ-2012-2224198,Minnie Cash,"SanDisk Memory Card, Bluetooth",0,0,225,29,2,Technology,Accessories,30-06-2014,Gronau,Germany,Central,Corporate,02-07-2014,2,Priority,North Rhine-Westphalia
AZ-2012-8940474,Sienna Williamson,"Novimex Chairmat, Set of Two",0,0,293,47,5,Furniture,Chairs,30-06-2014,Espoo,Finland,North,Corporate,04-07-2014,4,Economy,Uusimaa
AZ-2012-8940474,Sienna Williamson,"Stanley Canvas, Easy-Erase",0,0,99,24,2,Office Supplies,Art,30-06-2014,Espoo,Finland,North,Corporate,04-07-2014,4,Economy,Uusimaa
AZ-2012-8940474,Sienna Williamson,"Motorola Office Telephone, VoIP",0,0,216,95,3,Technology,Phones,30-06-2014,Espoo,Finland,North,Corporate,04-07-2014,4,Economy,Uusimaa
AZ-2012-2500695,Toby Rowley,"Kraft Business Envelopes, Set of 50",0,0,60,29,3,Office Supplies,Envelopes,30-06-2014,Granada,Spain,South,Consumer,04-07-2014,4,Economy,Andalus铆a
AZ-2012-2500695,Toby Rowley,"Motorola Headset, Cordless",0.1,44.6,446,109,6,Technology,Phones,30-06-2014,Granada,Spain,South,Consumer,04-07-2014,4,Economy,Andalus铆a
AZ-2012-3373330,Alex Greenwood,"SAFCO Rocking Chair, Adjustable",0.2,153.8,769,154,7,Furniture,Chairs,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
AZ-2012-3373330,Alex Greenwood,"Eldon Clock, Duo Pack",0.1,15.3,153,58,3,Furniture,Furnishings,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
AZ-2012-3373330,Alex Greenwood,"Sanford Pens, Water Color",0.1,6.4,64,26,5,Office Supplies,Art,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
AZ-2012-3373330,Alex Greenwood,"Avery Index Tab, Clear",0.1,1.6,16,3,3,Office Supplies,Binders,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
AZ-2012-3373330,Alex Greenwood,"Ibico Index Tab, Clear",0.1,5.6,56,5,7,Office Supplies,Binders,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
AZ-2012-3373330,Alex Greenwood,"Smead Folders, Wire Frame",0.2,10.6,53,-9,4,Office Supplies,Storage,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
AZ-2012-3373330,Alex Greenwood,"Brother Fax and Copier, Digital",0.1,34.4,344,15,2,Technology,Copiers,30-06-2014,Berlin,Germany,Central,Consumer,05-07-2014,5,Economy,Berlin
BN-2012-8400051,Kristen Holland,"Hon Round Labels, Laser Printer Compatible",0.5,1.5,3,-1,1,Office Supplies,Labels,30-06-2014,Solna,Sweden,North,Consumer,05-07-2014,5,Economy,Stockholm
AZ-2012-1999567,Nathan Allwood,"Fellowes Lockers, Single Width",0.1,56,560,44,3,Office Supplies,Storage,30-06-2014,London,United Kingdom,North,Home Office,05-07-2014,5,Economy Plus,England
BN-2012-7073852,Richard Poole,"Hon Rocking Chair, Red",0.2,104.4,522,-78,5,Furniture,Chairs,01-07-2014,Madrid,Spain,South,Home Office,01-07-2014,0,Immediate,Madrid
AZ-2012-4709370,Kian Sykes,"Ibico 3-Hole Punch, Economy",0,0,91,46,3,Office Supplies,Binders,01-07-2014,Pomezia,Italy,South,Consumer,05-07-2014,4,Economy,Lazio
AZ-2012-4709370,Kian Sykes,"OIC Thumb Tacks, Assorted Sizes",0,0,35,14,3,Office Supplies,Fasteners,01-07-2014,Pomezia,Italy,South,Consumer,05-07-2014,4,Economy,Lazio
AZ-2012-4709370,Kian Sykes,"Hon Shipping Labels, 5000 Label Set",0,0,24,11,2,Office Supplies,Labels,01-07-2014,Pomezia,Italy,South,Consumer,05-07-2014,4,Economy,Lazio
AZ-2012-4709370,Kian Sykes,"Tenex File Cart, Single Width",0.4,96.4,241,-125,3,Office Supplies,Storage,01-07-2014,Pomezia,Italy,South,Consumer,05-07-2014,4,Economy,Lazio
AZ-2012-1418024,Tricia Bustamante,"Ikea 3-Shelf Cabinet, Traditional",0,0,712,320,5,Furniture,Bookcases,02-07-2014,Edinburgh,United Kingdom,North,Corporate,07-07-2014,5,Economy,Scotland
AZ-2012-1418024,Tricia Bustamante,"Bevis Wood Table, Rectangular",0,0,1062,181,2,Furniture,Tables,02-07-2014,Edinburgh,United Kingdom,North,Corporate,07-07-2014,5,Economy,Scotland
AZ-2012-1418024,Tricia Bustamante,"Binney & Smith Canvas, Fluorescent",0,0,158,30,3,Office Supplies,Art,02-07-2014,Edinburgh,United Kingdom,North,Corporate,07-07-2014,5,Economy,Scotland
AZ-2012-1418024,Tricia Bustamante,"SanDisk Mouse, Bluetooth",0,0,230,25,6,Technology,Accessories,02-07-2014,Edinburgh,United Kingdom,North,Corporate,07-07-2014,5,Economy,Scotland
AZ-2012-1418024,Tricia Bustamante,"Nokia Headset, Cordless",0,0,380,84,5,Technology,Phones,02-07-2014,Edinburgh,United Kingdom,North,Corporate,07-07-2014,5,Economy,Scotland
AZ-2012-219498,Mackenzie Whitford,"Binney & Smith Pencil Sharpener, Water Color",0,0,269,62,9,Office Supplies,Art,03-07-2014,Offenbach,Germany,Central,Consumer,09-07-2014,6,Economy,Hesse
BN-2012-2362845,Georgina Fuller,"Dania 3-Shelf Cabinet, Mobile",0.1,90.7,907,-30,7,Furniture,Bookcases,04-07-2014,Creil,France,Central,Consumer,07-07-2014,3,Priority,Nord-Pas-de-Calais-Picardie
AZ-2012-364031,Tom Charlton,"Acco Binder, Economy",0,0,30,4,2,Office Supplies,Binders,04-07-2014,Torrevieja,Spain,South,Corporate,08-07-2014,4,Economy,Valenciana
AZ-2012-5139893,Donna Nash,"Panasonic Inkjet, Durable",0.15,318.45,2123,125,8,Technology,Machines,04-07-2014,Montpellier,France,Central,Corporate,08-07-2014,4,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2012-6962092,Ryan Price,"Advantus Rubber Bands, Bulk Pack",0,0,66,22,4,Office Supplies,Fasteners,05-07-2014,Ghent,Belgium,Central,Consumer,07-07-2014,2,Economy Plus,East Flanders
AZ-2012-6962092,Ryan Price,"Smead Shelving, Blue",0,0,147,44,3,Office Supplies,Storage,05-07-2014,Ghent,Belgium,Central,Consumer,07-07-2014,2,Economy Plus,East Flanders
AZ-2012-4686001,Philip Newsom,"Ames Peel and Seal, Security-Tint",0.1,5.7,57,13,3,Office Supplies,Envelopes,05-07-2014,Berlin,Germany,Central,Corporate,10-07-2014,5,Economy Plus,Berlin
AZ-2012-4686001,Philip Newsom,"Stockwell Clamps, Assorted Sizes",0.1,2.9,29,8,2,Office Supplies,Fasteners,05-07-2014,Berlin,Germany,Central,Corporate,10-07-2014,5,Economy Plus,Berlin
AZ-2012-9208057,Eve Bates,"Cuisinart Refrigerator, Red",0,0,1488,372,3,Office Supplies,Appliances,05-07-2014,Birkenhead,United Kingdom,North,Consumer,11-07-2014,6,Economy,England
AZ-2012-9208057,Eve Bates,"Cameo Clasp Envelope, Security-Tint",0,0,24,6,2,Office Supplies,Envelopes,05-07-2014,Birkenhead,United Kingdom,North,Consumer,11-07-2014,6,Economy,England
AZ-2012-9208057,Eve Bates,"Tenex Box, Blue",0,0,99,25,6,Office Supplies,Storage,05-07-2014,Birkenhead,United Kingdom,North,Consumer,11-07-2014,6,Economy,England
AZ-2012-2839783,Daniel Burke,"BIC Pencil Sharpener, Fluorescent",0.1,2.7,27,7,1,Office Supplies,Art,05-07-2014,London,United Kingdom,North,Home Office,11-07-2014,6,Economy,England
AZ-2012-2839783,Daniel Burke,"GlobeWeis Peel and Seal, with clear poly window",0.1,4.5,45,-3,2,Office Supplies,Envelopes,05-07-2014,London,United Kingdom,North,Home Office,11-07-2014,6,Economy,England
AZ-2012-2839783,Daniel Burke,"Xerox Message Books, Premium",0.1,5.5,55,22,3,Office Supplies,Paper,05-07-2014,London,United Kingdom,North,Home Office,11-07-2014,6,Economy,England
AZ-2012-9551282,Anna Macdonald,"Sanford Markers, Easy-Erase",0,0,165,3,7,Office Supplies,Art,06-07-2014,Paderborn,Germany,Central,Consumer,09-07-2014,3,Priority,North Rhine-Westphalia
AZ-2012-9551282,Anna Macdonald,"Stanley Sketch Pad, Fluorescent",0,0,46,7,1,Office Supplies,Art,06-07-2014,Paderborn,Germany,Central,Consumer,09-07-2014,3,Priority,North Rhine-Westphalia
AZ-2012-9551282,Anna Macdonald,"Memorex Memory Card, Programmable",0,0,519,73,5,Technology,Accessories,06-07-2014,Paderborn,Germany,Central,Consumer,09-07-2014,3,Priority,North Rhine-Westphalia
AZ-2012-2413231,Rose Heap,"Tenex Trays, Single Width",0.1,9.8,98,30,2,Office Supplies,Storage,06-07-2014,Essen,Germany,Central,Consumer,12-07-2014,6,Economy,North Rhine-Westphalia
AZ-2012-7806726,Gregory Rodriguez,"Tenex Photo Frame, Erganomic",0,0,353,7,7,Furniture,Furnishings,07-07-2014,Oslo,Norway,North,Corporate,10-07-2014,3,Economy Plus,Oslo
AZ-2012-7806726,Gregory Rodriguez,"BIC Sketch Pad, Easy-Erase",0,0,343,171,7,Office Supplies,Art,07-07-2014,Oslo,Norway,North,Corporate,10-07-2014,3,Economy Plus,Oslo
AZ-2012-3093353,Minnie Cash,"Harbour Creations Steel Folding Chair, Red",0.1,35.2,352,67,4,Furniture,Chairs,07-07-2014,Aix-en-Provence,France,Central,Corporate,11-07-2014,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2012-3093353,Minnie Cash,"Wilson Jones Binder Covers, Recycled",0,0,35,8,3,Office Supplies,Binders,07-07-2014,Aix-en-Provence,France,Central,Corporate,11-07-2014,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2012-3093353,Minnie Cash,"OIC Push Pins, Bulk Pack",0,0,15,3,1,Office Supplies,Fasteners,07-07-2014,Aix-en-Provence,France,Central,Corporate,11-07-2014,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2012-3093353,Minnie Cash,"Avery Legal Exhibit Labels, Laser Printer Compatible",0,0,23,3,2,Office Supplies,Labels,07-07-2014,Aix-en-Provence,France,Central,Corporate,11-07-2014,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2012-3906554,Cynthia Zielinski,"Harbour Creations Chairmat, Red",0.1,51.8,518,63,8,Furniture,Chairs,07-07-2014,Paris,France,Central,Home Office,11-07-2014,4,Economy,Ile-de-France
AZ-2012-1028247,Molly Palmer,"Hamilton Beach Stove, Red",0.1,195.2,1952,759,4,Office Supplies,Appliances,07-07-2014,Valenciennes,France,Central,Corporate,11-07-2014,4,Economy,Nord-Pas-de-Calais-Picardie
AZ-2012-3981098,Bianca Whitford,"Acco Binder, Durable",0,0,33,9,2,Office Supplies,Binders,07-07-2014,Sunderland,United Kingdom,North,Corporate,13-07-2014,6,Economy,England
AZ-2012-5060433,Nathan Allwood,"Office Star Rocking Chair, Adjustable",0.1,25.8,258,75,2,Furniture,Chairs,07-07-2014,Frontignan,France,Central,Home Office,14-07-2014,7,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2012-5060433,Nathan Allwood,"Eldon Clock, Duo Pack",0,0,226,99,4,Furniture,Furnishings,07-07-2014,Frontignan,France,Central,Home Office,14-07-2014,7,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2012-5060433,Nathan Allwood,"Stiletto Letter Opener, Steel",0,0,75,9,3,Office Supplies,Supplies,07-07-2014,Frontignan,France,Central,Home Office,14-07-2014,7,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
BN-2012-3187159,Leroy Samson,"Sanford Canvas, Blue",0.5,25.5,51,-21,2,Office Supplies,Art,11-07-2014,Tallaght,Ireland,North,Home Office,16-07-2014,5,Economy,Dublin
AZ-2012-9314178,Darcy St George,"Cardinal Index Tab, Durable",0,0,15,7,2,Office Supplies,Binders,12-07-2014,Castrop-Rauxel,Germany,Central,Corporate,13-07-2014,1,Priority,North Rhine-Westphalia
AZ-2012-2363041,Patricia Smith,"Stockwell Paper Clips, Bulk Pack",0.5,7,14,-1,2,Office Supplies,Fasteners,12-07-2014,Amersfoort,Netherlands,Central,Corporate,14-07-2014,2,Priority,Utrecht
AZ-2012-8819621,Alpha Ross,"Samsung Signal Booster, VoIP",0.1,24.6,246,66,2,Technology,Phones,12-07-2014,London,United Kingdom,North,Corporate,15-07-2014,3,Priority,England
AZ-2012-3913480,William Jolly,"Eldon Frame, Durable",0,0,906,235,8,Furniture,Furnishings,12-07-2014,Cottbus,Germany,Central,Consumer,18-07-2014,6,Economy,Brandenburg
AZ-2012-3913480,William Jolly,"Boston Canvas, Water Color",0,0,398,60,7,Office Supplies,Art,12-07-2014,Cottbus,Germany,Central,Consumer,18-07-2014,6,Economy,Brandenburg
AZ-2012-3913480,William Jolly,"Cardinal Binding Machine, Clear",0,0,345,138,7,Office Supplies,Binders,12-07-2014,Cottbus,Germany,Central,Consumer,18-07-2014,6,Economy,Brandenburg
AZ-2012-2425717,Isabelle Gould,"Ibico Binder Covers, Durable",0,0,30,4,2,Office Supplies,Binders,13-07-2014,Freiburg,Germany,Central,Consumer,15-07-2014,2,Priority,Baden-W眉rttemberg
AZ-2012-2425717,Isabelle Gould,"Acme Scissors, Serrated",0,0,66,4,3,Office Supplies,Supplies,13-07-2014,Freiburg,Germany,Central,Consumer,15-07-2014,2,Priority,Baden-W眉rttemberg
AZ-2012-6757655,Makayla Elphinstone,"Stockwell Staples, 12 Pack",0,0,20,6,2,Office Supplies,Fasteners,14-07-2014,Paris,France,Central,Consumer,14-07-2014,0,Immediate,Ile-de-France
AZ-2012-6757655,Makayla Elphinstone,"Fellowes Folders, Wire Frame",0.1,4.6,46,8,2,Office Supplies,Storage,14-07-2014,Paris,France,Central,Consumer,14-07-2014,0,Immediate,Ile-de-France
AZ-2012-6757655,Makayla Elphinstone,"Tenex Shelving, Wire Frame",0.1,24.2,242,5,5,Office Supplies,Storage,14-07-2014,Paris,France,Central,Consumer,14-07-2014,0,Immediate,Ile-de-France
BN-2012-3858400,Eden Gooseberry,"Wilson Jones Binding Machine, Recycled",0.5,49.5,99,-77,4,Office Supplies,Binders,14-07-2014,Birmingham,United Kingdom,North,Corporate,16-07-2014,2,Economy Plus,England
BN-2012-3858400,Eden Gooseberry,"Hon Removable Labels, Adjustable",0.5,6,12,-9,3,Office Supplies,Labels,14-07-2014,Birmingham,United Kingdom,North,Corporate,16-07-2014,2,Economy Plus,England
BN-2012-3858400,Eden Gooseberry,"Fiskars Trimmer, Serrated",0.5,58.5,117,-89,6,Office Supplies,Supplies,14-07-2014,Birmingham,United Kingdom,North,Corporate,16-07-2014,2,Economy Plus,England
AZ-2012-5894854,Jett Osman,"Acco Binding Machine, Durable",0,0,316,76,6,Office Supplies,Binders,14-07-2014,Leeds,United Kingdom,North,Home Office,16-07-2014,2,Economy Plus,England
AZ-2012-5894854,Jett Osman,"Hon Shipping Labels, 5000 Label Set",0,0,59,28,5,Office Supplies,Labels,14-07-2014,Leeds,United Kingdom,North,Home Office,16-07-2014,2,Economy Plus,England
AZ-2012-5894854,Jett Osman,"Smead Shipping Labels, 5000 Label Set",0,0,24,1,2,Office Supplies,Labels,14-07-2014,Leeds,United Kingdom,North,Home Office,16-07-2014,2,Economy Plus,England
AZ-2012-5894854,Jett Osman,"Rogers Shelving, Industrial",0,0,188,56,3,Office Supplies,Storage,14-07-2014,Leeds,United Kingdom,North,Home Office,16-07-2014,2,Economy Plus,England
AZ-2012-5894854,Jett Osman,"Acme Letter Opener, Serrated",0,0,54,4,2,Office Supplies,Supplies,14-07-2014,Leeds,United Kingdom,North,Home Office,16-07-2014,2,Economy Plus,England
AZ-2012-5894854,Jett Osman,"Kleencut Ruler, Easy Grip",0,0,46,1,3,Office Supplies,Supplies,14-07-2014,Leeds,United Kingdom,North,Home Office,16-07-2014,2,Economy Plus,England
AZ-2012-8565263,Juan Smith,"Okidata Inkjet, White",0,0,1245,162,4,Technology,Machines,14-07-2014,Espoo,Finland,North,Consumer,17-07-2014,3,Economy Plus,Uusimaa
AZ-2012-5117204,Angus Reading,"Acco 3-Hole Punch, Economy",0.1,5.4,54,5,2,Office Supplies,Binders,14-07-2014,London,United Kingdom,North,Corporate,18-07-2014,4,Economy,England
AZ-2012-5117204,Angus Reading,"StarTech Inkjet, White",0.1,80.7,807,305,3,Technology,Machines,14-07-2014,London,United Kingdom,North,Corporate,18-07-2014,4,Economy,England
BN-2012-5777866,Eva Hargraves,"Hewlett Fax Machine, Laser",0.15,122.4,816,-96,3,Technology,Copiers,14-07-2014,Marignane,France,Central,Consumer,18-07-2014,4,Economy,Provence-Alpes-C么te d'Azur
BN-2012-9869476,Alexis Code,"Brother Wireless Fax, Digital",0,0,757,68,2,Technology,Copiers,14-07-2014,Turin,Italy,South,Corporate,18-07-2014,4,Economy,Piedmont
BN-2012-9869476,Alexis Code,"Motorola Audio Dock, Cordless",0.4,84.4,211,-49,2,Technology,Phones,14-07-2014,Turin,Italy,South,Corporate,18-07-2014,4,Economy,Piedmont
BN-2012-1757975,Louis Dominguez,"Harbour Creations Executive Leather Armchair, Black",0.1,42.6,426,90,1,Furniture,Chairs,15-07-2014,Norderstedt,Germany,Central,Corporate,17-07-2014,2,Priority,Schleswig-Holstein
BN-2012-2095072,Jasper Neighbour,"GlobeWeis Manila Envelope, Security-Tint",0,0,89,1,3,Office Supplies,Envelopes,15-07-2014,Neunkirchen,Germany,Central,Corporate,19-07-2014,4,Economy,Saarland
BN-2012-2095072,Jasper Neighbour,"Kraft Peel and Seal, Set of 50",0,0,41,7,2,Office Supplies,Envelopes,15-07-2014,Neunkirchen,Germany,Central,Corporate,19-07-2014,4,Economy,Saarland
BN-2012-2095072,Jasper Neighbour,"Rogers Lockers, Wire Frame",0.1,75.8,758,126,4,Office Supplies,Storage,15-07-2014,Neunkirchen,Germany,Central,Corporate,19-07-2014,4,Economy,Saarland
AZ-2012-7448408,Jacob Varley,"Wilson Jones 3-Hole Punch, Durable",0.5,7.5,15,-9,1,Office Supplies,Binders,15-07-2014,Sheffield,United Kingdom,North,Corporate,20-07-2014,5,Economy,England
AZ-2012-7448408,Jacob Varley,"Kraft Clasp Envelope, Set of 50",0.5,2.5,5,-5,1,Office Supplies,Envelopes,15-07-2014,Sheffield,United Kingdom,North,Corporate,20-07-2014,5,Economy,England
AZ-2012-7448408,Jacob Varley,"Stockwell Push Pins, Metal",0.5,11,22,-21,3,Office Supplies,Fasteners,15-07-2014,Sheffield,United Kingdom,North,Corporate,20-07-2014,5,Economy,England
AZ-2012-3133492,Jude Leonard,"Harbour Creations Swivel Stool, Red",0.1,48.6,486,135,3,Furniture,Chairs,17-07-2014,Bourges,France,Central,Consumer,20-07-2014,3,Priority,Centre-Val de Loire
AZ-2012-3133492,Jude Leonard,"Avery Index Tab, Economy",0,0,16,6,2,Office Supplies,Binders,17-07-2014,Bourges,France,Central,Consumer,20-07-2014,3,Priority,Centre-Val de Loire
AZ-2012-3133492,Jude Leonard,"Stockwell Push Pins, Metal",0,0,85,5,6,Office Supplies,Fasteners,17-07-2014,Bourges,France,Central,Consumer,20-07-2014,3,Priority,Centre-Val de Loire
AZ-2012-3133492,Jude Leonard,"Samsung Headset, VoIP",0.15,28.05,187,59,3,Technology,Phones,17-07-2014,Bourges,France,Central,Consumer,20-07-2014,3,Priority,Centre-Val de Loire
